"DOI","publisher","type","created","created_year"
"10.3390/met9060641","MDPI AG","journal-article",2019-06-03,2019
"10.1111/bjet.12821","Wiley","journal-article",2019-05-23,2019
"10.1016/j.marpol.2018.05.007","Elsevier BV","journal-article",2018-05-26,2018
"10.1016/j.marpol.2018.05.012","Elsevier BV","journal-article",2018-05-21,2018
"10.1038/sj.mp.4001499","Springer Science and Business Media LLC","journal-article",2004-03-23,2004
"10.1111/socf.12541","Wiley","journal-article",2019-08-13,2019
"10.6028/nist.ir.8183a-3","National Institute of Standards and Technology","report",2019-09-30,2019
"10.6028/nist.ir.8183a-1","National Institute of Standards and Technology","report",2019-09-30,2019
"10.6028/nist.ir.8183a-2","National Institute of Standards and Technology","report",2019-09-30,2019
"10.1016/j.epsl.2017.10.031","Elsevier BV","journal-article",2017-11-06,2017
"10.3390/rs11171964","MDPI AG","journal-article",2019-08-21,2019
"10.3390/bs9100108","MDPI AG","journal-article",2019-10-11,2019
"10.3390/molecules24142557","MDPI AG","journal-article",2019-07-15,2019
"10.1016/j.pbiomolbio.2019.09.001","Elsevier BV","journal-article",2019-09-13,2019
"10.1016/j.quascirev.2019.106042","Elsevier BV","journal-article",2019-11-22,2019
"10.1016/j.jembe.2018.07.003","Elsevier BV","journal-article",2018-07-31,2018
"10.1139/cjfas-2015-0205","Canadian Science Publishing","journal-article",2016-04-19,2016
"10.1098/rsbl.2018.0502","The Royal Society","journal-article",2018-10-03,2018
"10.1016/j.ins.2019.05.019","Elsevier BV","journal-article",2019-05-11,2019
"10.30822/artk.v3i2.167","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.212","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.165","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.156","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.164","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.192","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.163","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.166","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.168","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.211","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.30822/artk.v3i2.244","Universitas Katolik Widya Mandira","journal-article",2019-05-31,2019
"10.3390/w10111536","MDPI AG","journal-article",2018-10-29,2018
"10.26555/ijain.v5i2.326","Universitas Ahmad Dahlan, Kampus 3","journal-article",2019-06-01,2019
"10.22148/16.025","CA: Journal of Cultural Analytics","journal-article",2018-10-03,2018
"10.3390/heritage2020103","MDPI AG","journal-article",2019-06-14,2019
"10.1212/wnl.0000000000007235","Ovid Technologies (Wolters Kluwer Health)","journal-article",2019-03-09,2019
"10.1111/iwj.13207","Wiley","journal-article",2019-08-26,2019
"10.1061/(asce)up.1943-5444.0000488","American Society of Civil Engineers (ASCE)","journal-article",2018-10-10,2018
"10.1007/s10530-019-02061-2","Springer Science and Business Media LLC","journal-article",2019-07-31,2019
"10.1007/s12520-018-0729-0","Springer Science and Business Media LLC","journal-article",2018-10-19,2018
"10.1016/j.ijepes.2019.01.038","Elsevier BV","journal-article",2019-02-14,2019
"10.3390/rs11161866","MDPI AG","journal-article",2019-08-09,2019
"10.1177/1362361319856974","SAGE Publications","journal-article",2019-06-12,2019
"10.1029/2018wr022754","American Geophysical Union (AGU)","journal-article",2018-07-07,2018
"10.1038/s41598-018-37131-3","Springer Science and Business Media LLC","journal-article",2019-01-24,2019
"10.1073/pnas.1812592115","Proceedings of the National Academy of Sciences","journal-article",2018-10-22,2018
"10.3390/ijtpp4040036","MDPI AG","journal-article",2019-11-08,2019
"10.1111/socf.12547","Wiley","journal-article",2019-09-04,2019
"10.1186/s13705-019-0207-2","Springer Science and Business Media LLC","journal-article",2019-06-13,2019
"10.2196/15012","JMIR Publications Inc.","journal-article",2019-10-29,2019
"10.22148/16.026","CA: Journal of Cultural Analytics","journal-article",2018-10-24,2018
"10.1029/2019jb018194","American Geophysical Union (AGU)","journal-article",2019-09-05,2019
"10.3390/s19122837","MDPI AG","journal-article",2019-06-25,2019
"10.1002/smll.201902796","Wiley","journal-article",2019-10-04,2019
"10.1016/j.beth.2019.05.002","Elsevier BV","journal-article",2019-05-14,2019
"10.3390/geosciences9090379","MDPI AG","journal-article",2019-09-02,2019
"10.3390/genes10100746","MDPI AG","journal-article",2019-09-26,2019
"10.3390/molecules24162872","MDPI AG","journal-article",2019-08-08,2019
"10.2196/diabetes.8645","JMIR Publications Inc.","journal-article",2018-10-30,2018
"10.1016/j.gca.2019.09.008","Elsevier BV","journal-article",2019-09-12,2019
"10.1016/j.psychres.2019.112697","Elsevier BV","journal-article",2019-11-20,2019
"10.1029/2019gl083725","American Geophysical Union (AGU)","journal-article",2019-07-30,2019
"10.1016/j.ijmedinf.2019.104013","Elsevier BV","journal-article",2019-10-15,2019
"10.3390/nu11092149","MDPI AG","journal-article",2019-09-09,2019
"10.3390/math7111042","MDPI AG","journal-article",2019-11-04,2019
"10.3758/s13423-018-1545-3","Springer Science and Business Media LLC","journal-article",2018-11-07,2018
"10.1140/epjp/i2019-12877-5","Springer Science and Business Media LLC","journal-article",2019-10-16,2019
"10.3390/atoms7030074","MDPI AG","journal-article",2019-08-02,2019
"10.1186/s12891-019-2438-y","Springer Science and Business Media LLC","journal-article",2019-02-18,2019
"10.1186/s40814-019-0395-8","Springer Science and Business Media LLC","journal-article",2019-01-15,2019
"10.2196/formative.9842","JMIR Publications Inc.","journal-article",2018-11-01,2018
"10.2196/pediatrics.8677","JMIR Publications Inc.","journal-article",2018-10-20,2018
"10.2196/games.8428","JMIR Publications Inc.","journal-article",2018-03-20,2018
"10.2196/10442","JMIR Publications Inc.","journal-article",2018-11-21,2018
"10.2196/mhealth.8849","JMIR Publications Inc.","journal-article",2018-03-22,2018
"10.2196/10498","JMIR Publications Inc.","journal-article",2018-11-05,2018
"10.2196/games.7758","JMIR Publications Inc.","journal-article",2018-03-27,2018
"10.2196/publichealth.7314","JMIR Publications Inc.","journal-article",2018-04-06,2018
"10.2196/medinform.8895","JMIR Publications Inc.","journal-article",2018-04-06,2018
"10.2196/mhealth.9319","JMIR Publications Inc.","journal-article",2018-04-06,2018
"10.2196/jmir.8943","JMIR Publications Inc.","journal-article",2018-04-06,2018
"10.2196/resprot.8703","JMIR Publications Inc.","journal-article",2018-04-09,2018
"10.2196/resprot.9294","JMIR Publications Inc.","journal-article",2018-04-10,2018
"10.2196/mededu.9516","JMIR Publications Inc.","journal-article",2018-04-11,2018
"10.1108/rpj-01-2019-0017","Emerald","journal-article",2019-08-15,2019
"10.2196/pediatrics.8878","JMIR Publications Inc.","journal-article",2018-10-20,2018
"10.1515/comp-2018-0012","Walter de Gruyter GmbH","journal-article",2018-08-14,2018
"10.2196/cancer.9210","JMIR Publications Inc.","journal-article",2018-04-13,2018
"10.2196/jmir.9392","JMIR Publications Inc.","journal-article",2018-04-13,2018
"10.2196/10787","JMIR Publications Inc.","journal-article",2018-09-05,2018
"10.2196/jmir.8525","JMIR Publications Inc.","journal-article",2018-04-19,2018
"10.2196/jmir.8759","JMIR Publications Inc.","journal-article",2018-04-20,2018
"10.1142/s0219887819500889","World Scientific Pub Co Pte Lt","journal-article",2019-03-27,2019
"10.2196/publichealth.8214","JMIR Publications Inc.","journal-article",2018-05-09,2018
"10.1007/s00500-019-04278-8","Springer Science and Business Media LLC","journal-article",2019-08-14,2019
"10.2196/mental.8471","JMIR Publications Inc.","journal-article",2020-02-18,2020
"10.2196/11119","JMIR Publications Inc.","journal-article",2018-11-23,2018
"10.2196/11199","JMIR Publications Inc.","journal-article",2018-11-06,2018
"10.2196/publichealth.8218","JMIR Publications Inc.","journal-article",2018-06-06,2018
"10.1126/science.aab2374","American Association for the Advancement of Science (AAAS)","journal-article",2015-06-25,2015
"10.1177/0022146517735524","SAGE Publications","journal-article",2017-10-10,2017
"10.1126/science.aac4716","American Association for the Advancement of Science (AAAS)","journal-article",2015-08-27,2015
"10.3726/978-3-0352-6299-5","Peter Lang B","monograph",2015-09-23,2015
"10.1016/j.jedc.2017.08.001","Elsevier BV","journal-article",2017-08-24,2017
"10.1016/j.cognition.2017.06.017","Elsevier BV","journal-article",2017-06-26,2017
"10.1007/s11229-016-1212-z","Springer Science and Business Media LLC","journal-article",2016-09-13,2016
"10.1002/9781118900772.etrds0054","Wiley","other",2015-05-16,2015
"10.1093/ajae/aax049","Wiley","journal-article",2017-07-21,2017
"10.1075/is.11.2.11pet","John Benjamins Publishing Company","journal-article",2010-07-16,2010
"10.1177/0002716215587673","SAGE Publications","journal-article",2015-08-11,2015
"10.4000/poldev.2220","OpenEdition","journal-article",2016-12-01,2016
"10.1075/ml.11.3.05ric","John Benjamins Publishing Company","journal-article",2016-12-16,2016
"10.1098/rsos.160935","The Royal Society","journal-article",2017-09-20,2017
"10.1098/rsos.171127","The Royal Society","journal-article",2018-04-25,2018
"10.1098/rspb.2017.1870","The Royal Society","journal-article",2017-12-20,2017
"10.1016/j.jesp.2017.07.002","Elsevier BV","journal-article",2017-08-17,2017
"10.1098/rsos.170482","The Royal Society","journal-article",2017-11-08,2017
"10.1073/pnas.1708274114","Proceedings of the National Academy of Sciences","journal-article",2018-03-12,2018
"10.5153/sro.2785","SAGE Publications","journal-article",2012-12-03,2012
"10.1016/j.cognition.2017.09.013","Elsevier BV","journal-article",2017-09-28,2017
"10.1016/j.jesp.2017.06.014","Elsevier BV","journal-article",2017-06-30,2017
"10.1016/j.foodpol.2018.03.009","Elsevier BV","journal-article",2018-03-19,2018
"10.1098/rsos.170681","The Royal Society","journal-article",2017-12-13,2017
"10.1126/science.1236965","American Association for the Advancement of Science (AAAS)","journal-article",2013-04-04,2013
"10.1016/j.apgeog.2017.12.019","Elsevier BV","journal-article",2018-01-02,2018
"10.1126/science.1202092","American Association for the Advancement of Science (AAAS)","journal-article",2011-02-03,2011
"10.1016/j.cognition.2017.09.006","Elsevier BV","journal-article",2017-09-22,2017
"10.1016/j.jesp.2017.08.004","Elsevier BV","journal-article",2017-09-11,2017
"10.1061/(asce)hy.1943-7900.0001341","American Society of Civil Engineers (ASCE)","journal-article",2017-06-15,2017
"10.1061/(asce)hy.1943-7900.0000769","American Society of Civil Engineers (ASCE)","journal-article",2014-02-19,2014
"10.1061/(asce)hy.1943-7900.0000529","American Society of Civil Engineers (ASCE)","journal-article",2012-11-02,2012
"10.1061/(asce)hy.1943-7900.0000570","American Society of Civil Engineers (ASCE)","journal-article",2013-07-11,2013
"10.1061/(asce)ey.1943-7897.0000046","American Society of Civil Engineers (ASCE)","journal-article",2012-09-12,2012
"10.1061/(asce)ei.1943-5541.0000039","American Society of Civil Engineers (ASCE)","journal-article",2010-12-16,2010
"10.1016/j.cognition.2017.09.008","Elsevier BV","journal-article",2017-09-27,2017
"10.1098/rspb.2017.0531","The Royal Society","journal-article",2017-08-23,2017
"10.1017/cbo9780511526770.001","Cambridge University Press","book-chapter",2009-12-22,2009
"10.1016/j.combustflame.2017.12.005","Elsevier BV","journal-article",2017-12-27,2017
"10.1139/cjce-2017-0214","Canadian Science Publishing","journal-article",2017-07-25,2017
"10.1007/s10508-019-01516-w","Springer Science and Business Media LLC","journal-article",2019-08-07,2019
"10.20316/ese.2017.43.018","European Association of Science Editors","journal-article",2018-06-01,2018
"10.1139/cjb-2016-0078","Canadian Science Publishing","journal-article",2016-06-17,2016
"10.1139/cjb-2016-0063","Canadian Science Publishing","journal-article",2016-09-07,2016
"10.1126/science.aac8041","American Association for the Advancement of Science (AAAS)","journal-article",2015-06-25,2015
"10.1111/1475-6765.12340","Wiley","journal-article",2019-06-05,2019
"10.1097/coh.0b013e3283524e32","Ovid Technologies (Wolters Kluwer Health)","journal-article",2012-04-10,2012
"10.1098/rspa.2016.0197","The Royal Society","journal-article",2016-06-29,2016
"10.1037/ppm0000194","American Psychological Association (APA)","journal-article",2018-06-07,2018
"10.4324/9781315109503","Routledge","book",2018-10-05,2018
"10.1073/pnas.1701354114","Proceedings of the National Academy of Sciences","journal-article",2017-08-01,2017
"10.1002/9781118900772.etrds0319","Wiley","other",2015-05-16,2015
"10.1061/(asce)is.1943-555x.0000382","American Society of Civil Engineers (ASCE)","journal-article",2017-07-12,2017
"10.1016/j.cognition.2017.10.020","Elsevier BV","journal-article",2017-11-07,2017
"10.1016/j.jhydrol.2018.08.022","Elsevier BV","journal-article",2018-08-13,2018
"10.1111/gwao.12224","Wiley","journal-article",2017-12-12,2017
"10.1016/j.epsl.2017.07.014","Elsevier BV","journal-article",2017-08-07,2017
"10.1016/j.epsl.2017.09.003","Elsevier BV","journal-article",2017-09-23,2017
"10.1080/14763141.2018.1473479","Informa UK Limited","journal-article",2018-07-04,2018
"10.1016/j.pepi.2017.06.008","Elsevier BV","journal-article",2017-06-23,2017
"10.1007/s10339-019-00935-w","Springer Science and Business Media LLC","journal-article",2019-10-05,2019
"10.1126/science.1078159","American Association for the Advancement of Science (AAAS)","journal-article",2003-01-23,2003
"10.1126/science.1246724","American Association for the Advancement of Science (AAAS)","journal-article",2014-02-28,2014
"10.1177/0022146517738088","SAGE Publications","journal-article",2017-10-23,2017
"10.1098/rspb.2015.2840","The Royal Society","journal-article",2016-03-09,2016
"10.1139/e10-061","Canadian Science Publishing","journal-article",2010-10-22,2010
"10.1126/science.1215507","American Association for the Advancement of Science (AAAS)","journal-article",2012-03-29,2012
"10.1098/rsos.181356","The Royal Society","journal-article",2018-10-10,2018
"10.1126/science.1065328","American Association for the Advancement of Science (AAAS)","journal-article",2002-07-27,2002
"10.1037/xge0000638","American Psychological Association (APA)","journal-article",2019-07-11,2019
"10.1126/sciadv.1700584","American Association for the Advancement of Science (AAAS)","journal-article",2017-06-30,2017
"10.1061/(asce)su.1943-5428.0000016","American Society of Civil Engineers (ASCE)","journal-article",2009-09-03,2009
"10.1126/sciadv.1700489","American Association for the Advancement of Science (AAAS)","journal-article",2017-10-05,2017
"10.1126/sciadv.1700495","American Association for the Advancement of Science (AAAS)","journal-article",2017-10-05,2017
"10.1016/j.jesp.2017.11.009","Elsevier BV","journal-article",2017-11-26,2017
"10.1111/j.1939-3938.2012.01141.x","Ovid Technologies (Wolters Kluwer Health)","journal-article",2012-06-14,2012
"10.1007/s40881-019-00072-2","Springer Science and Business Media LLC","journal-article",2019-07-05,2019
"10.1016/j.epsl.2018.04.026","Elsevier BV","journal-article",2018-04-25,2018
"10.1038/srep45967","Springer Science and Business Media LLC","journal-article",2017-04-06,2017
"10.1016/j.marpetgeo.2018.05.034","Elsevier BV","journal-article",2018-06-15,2018
"10.1080/10503307.2018.1563312","Informa UK Limited","journal-article",2019-01-11,2019
"10.1098/rspb.2019.0513","The Royal Society","journal-article",2019-07-10,2019
"10.1016/j.cognition.2018.02.019","Elsevier BV","journal-article",2018-03-26,2018
"10.1139/cjes-2017-0034","Canadian Science Publishing","journal-article",2017-07-17,2017
"10.1016/j.epsl.2018.03.056","Elsevier BV","journal-article",2018-04-16,2018
"10.1016/j.scitotenv.2018.03.356","Elsevier BV","journal-article",2018-04-14,2018
"10.1521/pedi_2019_33_374","Guilford Publications","journal-article",2019-01-16,2019
"10.15406/apar.2015.02.00055","MedCrave Group, LLC","journal-article",2015-09-01,2015
"10.1016/j.gca.2017.12.029","Elsevier BV","journal-article",2018-01-09,2018
"10.1016/j.evolhumbehav.2018.02.002","Elsevier BV","journal-article",2018-02-15,2018
"10.1075/lab.17019.lag","John Benjamins Publishing Company","journal-article",2018-03-30,2018
"10.1007/s00426-018-1109-1","Springer Science and Business Media LLC","journal-article",2018-10-17,2018
"10.1186/s12889-018-6121-2","Springer Science and Business Media LLC","journal-article",2018-12-07,2018
"10.1177/2515245918808767","SAGE Publications","journal-article",2018-11-08,2018
"10.1093/sf/soz013","Oxford University Press (OUP)","journal-article",2019-02-27,2019
"10.1016/j.jrp.2018.03.001","Elsevier BV","journal-article",2018-03-18,2018
"10.1098/rsos.180448","The Royal Society","journal-article",2018-08-15,2018
"10.1177/2515245918797607","SAGE Publications","journal-article",2018-10-01,2018
"10.1016/j.cognition.2017.05.021","Elsevier BV","journal-article",2017-06-14,2017
"10.1177/2378023118791084","SAGE Publications","journal-article",2018-08-16,2018
"10.1016/j.jvolgeores.2018.04.002","Elsevier BV","journal-article",2018-04-10,2018
"10.1016/j.lithos.2018.03.025","Elsevier BV","journal-article",2018-04-10,2018
"10.1007/978-3-319-71153-9","Springer International Publishing","book",2018-02-20,2018
"10.1016/j.cognition.2018.04.013","Elsevier BV","journal-article",2018-04-18,2018
"10.1007/s10530-018-1720-5","Springer Science and Business Media LLC","journal-article",2018-04-11,2018
"10.1073/pnas.1719557115","Proceedings of the National Academy of Sciences","journal-article",2018-04-23,2018
"10.1016/j.biocon.2018.03.037","Elsevier BV","journal-article",2018-04-19,2018
"10.1038/s41598-018-36857-4","Springer Science and Business Media LLC","journal-article",2019-01-09,2019
"10.1177/2378023118788217","SAGE Publications","journal-article",2018-07-24,2018
"10.1016/j.ssresearch.2018.04.005","Elsevier BV","journal-article",2018-05-09,2018
"10.1016/j.neubiorev.2018.04.010","Elsevier BV","journal-article",2018-04-21,2018
"10.30822/artk.v1i1.79","Universitas Katolik Widya Mandira","journal-article",2018-04-03,2018
"10.1177/1073191118798916","SAGE Publications","journal-article",2018-09-16,2018
"10.30822/artk.v1i1.80","Universitas Katolik Widya Mandira","journal-article",2018-04-03,2018
"10.1046/j.1365-3091.2000.00304.x","Wiley","journal-article",2003-03-12,2003
"10.1016/j.jpsychires.2018.04.013","Elsevier BV","journal-article",2018-04-20,2018
"10.1016/j.cognition.2018.03.016","Elsevier BV","journal-article",2018-04-30,2018
"10.1016/j.marpol.2018.04.026","Elsevier BV","journal-article",2018-05-05,2018
"10.1016/j.rse.2019.111250","Elsevier BV","journal-article",2019-06-20,2019
"10.1080/23273798.2019.1642500","Informa UK Limited","journal-article",2019-07-12,2019
"10.1080/14763141.2018.1459819","Informa UK Limited","journal-article",2018-05-16,2018
"10.1016/j.marpol.2018.04.020","Elsevier BV","journal-article",2018-05-14,2018
"10.1016/j.cogpsych.2017.05.006","Elsevier BV","journal-article",2018-04-11,2018
"10.1098/rspb.2018.0304","The Royal Society","journal-article",2018-06-13,2018
"10.1016/j.yhbeh.2018.05.004","Elsevier BV","journal-article",2018-05-16,2018
"10.1177/2378023118790189","SAGE Publications","journal-article",2018-07-23,2018
"10.1007/978-3-319-74696-8_5","Springer International Publishing","book-chapter",2018-04-18,2018
"10.1016/j.ocecoaman.2018.05.024","Elsevier BV","journal-article",2018-06-06,2018
"10.1073/pnas.1715374115","Proceedings of the National Academy of Sciences","journal-article",2018-02-27,2018
"10.1038/s41562-019-0752-x","Springer Science and Business Media LLC","journal-article",2019-10-28,2019
"10.1175/jcli-d-18-0360.1","American Meteorological Society","journal-article",2019-01-31,2019
"10.1037/ppm0000204","American Psychological Association (APA)","journal-article",2018-09-10,2018
"10.1007/s00426-018-1042-3","Springer Science and Business Media LLC","journal-article",2018-06-27,2018
"10.1016/j.ecss.2017.10.018","Elsevier BV","journal-article",2017-10-28,2017
"10.1098/rsta.2016.0126","The Royal Society","journal-article",2016-11-15,2016
"10.22148/16.022","CA: Journal of Cultural Analytics","journal-article",2018-04-18,2018
"10.1139/facets-2018-0028","Canadian Science Publishing","journal-article",2019-07-22,2019
"10.1007/s41247-018-0051-6","Springer Science and Business Media LLC","journal-article",2019-01-02,2019
"10.1016/j.paid.2019.109624","Elsevier BV","journal-article",2019-11-04,2019
"10.1016/j.marpol.2018.04.025","Elsevier BV","journal-article",2018-05-03,2018
"10.1073/pnas.1714730115","Proceedings of the National Academy of Sciences","journal-article",2018-02-20,2018
"10.1016/j.cogpsych.2017.05.005","Elsevier BV","journal-article",2017-06-08,2017
"10.1016/j.ocecoaman.2018.05.020","Elsevier BV","journal-article",2018-06-12,2018
"10.1007/s00426-018-0987-6","Springer Science and Business Media LLC","journal-article",2018-01-29,2018
"10.9734/jalsi/2017/31031","Sciencedomain International","journal-article",2017-02-11,2017
"10.1029/2018gl078103","American Geophysical Union (AGU)","journal-article",2018-06-11,2018
"10.1093/gji/ggx213","Oxford University Press (OUP)","journal-article",2017-05-16,2017
"10.1016/j.marpol.2018.04.016","Elsevier BV","journal-article",2018-05-15,2018
"10.1002/qj.3292","Wiley","journal-article",2018-03-25,2018
"10.1016/j.icarus.2017.06.006","Elsevier BV","journal-article",2017-06-20,2017
"10.1038/s41562-018-0517-y","Springer Science and Business Media LLC","journal-article",2019-01-14,2019
"10.1098/rsos.172396","The Royal Society","journal-article",2018-05-23,2018
"10.1126/science.aat6215","American Association for the Advancement of Science (AAAS)","journal-article",2018-05-17,2018
"10.1016/j.marenvres.2018.01.009","Elsevier BV","journal-article",2018-02-23,2018
"10.1016/j.dcn.2018.12.005","Elsevier BV","journal-article",2018-12-13,2018
"10.1016/j.edurev.2019.04.003","Elsevier BV","journal-article",2019-05-09,2019
"10.1149/08606.0003ecst","The Electrochemical Society","journal-article",2018-09-21,2018
"10.2196/11425","JMIR Publications Inc.","journal-article",2019-08-14,2019
"10.1016/j.ecss.2018.06.015","Elsevier BV","journal-article",2018-07-04,2018
